method,split,seed,episode,label,unsafe,score,threshold,flag,true_positive,false_positive,false_negative,true_negative,severity
energy_residual_threshold,support_levitation,2,11,1,1,2.580985,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,2,12,1,1,4.258483,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,2,13,1,1,3.442107,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,0,1,1,4.201549,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,3,1,1,1,2.603766,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,2,1,1,3.077600,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,3,1,1,4.107341,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,3,4,1,1,2.574250,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,5,1,1,2.680017,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,6,1,1,3.355877,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,7,1,1,3.152093,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,8,1,1,2.767485,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,9,1,1,3.901033,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,3,10,1,1,3.333159,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,11,1,1,4.442714,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,3,12,1,1,2.911380,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,3,13,1,1,2.715127,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,0,1,1,2.693995,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,1,1,1,3.749117,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,4,2,1,1,3.559749,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,3,1,1,4.457022,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,4,4,1,1,4.052857,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,4,5,1,1,4.233372,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,4,6,1,1,3.985467,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,4,7,1,1,3.564574,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,8,1,1,2.556941,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,9,1,1,3.462373,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,10,1,1,3.164474,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,11,1,1,4.145557,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,4,12,1,1,2.638866,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,4,13,1,1,4.241222,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,5,0,1,1,3.935823,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,5,1,1,1,2.324677,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,2,1,1,2.583566,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,3,1,1,2.509978,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,4,1,1,3.805388,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,5,5,1,1,3.292919,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,6,1,1,3.713933,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,5,7,1,1,3.733266,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,5,8,1,1,2.655494,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,9,1,1,3.330328,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,10,1,1,2.482745,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,11,1,1,3.640546,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,5,12,1,1,3.147459,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,5,13,1,1,3.613492,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,0,1,1,2.338133,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,1,1,1,4.458242,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,6,2,1,1,3.215873,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,3,1,1,2.525806,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,4,1,1,3.001172,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,5,1,1,2.435479,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,6,1,1,2.496575,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,7,1,1,2.609725,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,8,1,1,4.589965,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,6,9,1,1,3.889776,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,6,10,1,1,3.528375,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,11,1,1,3.206406,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,12,1,1,2.774219,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,6,13,1,1,3.505424,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,7,0,1,1,4.182649,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,7,1,1,1,3.946801,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,7,2,1,1,2.895490,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,7,3,1,1,4.777092,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,7,4,1,1,3.976435,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,7,5,1,1,4.140265,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,7,6,1,1,4.426456,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,7,7,1,1,3.151254,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,7,8,1,1,3.456345,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,7,9,1,1,2.426503,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,7,10,1,1,2.788730,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,7,11,1,1,3.353700,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,support_levitation,7,12,1,1,4.024596,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,support_levitation,7,13,1,1,3.703159,3.627935,1,1,0,0,0,1.0000
energy_residual_threshold,actuator_saturation,0,0,1,1,0.160674,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,1,1,1,0.369216,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,2,1,1,0.664361,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,3,1,1,0.355290,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,4,1,1,0.436294,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,5,1,1,0.566411,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,6,1,1,0.399115,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,7,1,1,0.261627,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,8,1,1,0.438960,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,9,1,1,0.271554,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,10,1,1,0.257761,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,11,1,1,0.381741,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,12,1,1,0.255056,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,0,13,1,1,0.394520,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,0,1,1,0.201026,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,1,1,1,0.223460,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,2,1,1,0.531563,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,3,1,1,0.259047,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,4,1,1,0.374280,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,5,1,1,0.528883,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,6,1,1,0.282597,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,7,1,1,0.372289,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,8,1,1,0.286643,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,9,1,1,0.791321,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,10,1,1,0.692619,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,11,1,1,0.819829,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,12,1,1,0.141623,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,1,13,1,1,0.250993,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,0,1,1,0.348983,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,1,1,1,0.580972,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,2,1,1,0.749376,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,3,1,1,0.209409,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,4,1,1,0.750219,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,5,1,1,0.846122,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,6,1,1,0.283793,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,7,1,1,0.469536,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,8,1,1,0.196384,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,9,1,1,0.316469,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,10,1,1,0.483726,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,11,1,1,0.422492,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,12,1,1,0.558294,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,2,13,1,1,0.329039,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,0,1,1,0.364203,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,1,1,1,0.258015,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,2,1,1,0.463372,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,3,1,1,0.354143,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,4,1,1,0.215146,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,5,1,1,0.303078,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,6,1,1,0.407663,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,7,1,1,0.297956,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,8,1,1,0.411122,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,9,1,1,0.341287,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,10,1,1,0.265012,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,11,1,1,0.464333,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,12,1,1,0.631001,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,3,13,1,1,0.305324,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,0,1,1,0.272144,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,1,1,1,0.225564,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,2,1,1,0.922123,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,3,1,1,0.536994,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,4,1,1,0.693576,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,5,1,1,0.347687,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,6,1,1,0.556592,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,7,1,1,0.221931,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,8,1,1,0.273300,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,9,1,1,0.687244,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,10,1,1,0.341054,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,11,1,1,0.470178,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,12,1,1,0.268941,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,4,13,1,1,0.265645,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,0,1,1,0.586151,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,1,1,1,0.259016,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,2,1,1,0.205141,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,3,1,1,0.472985,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,4,1,1,0.239461,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,5,1,1,0.390868,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,6,1,1,0.365662,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,7,1,1,0.417843,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,8,1,1,0.291111,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,9,1,1,0.441867,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,10,1,1,0.150581,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,11,1,1,0.323333,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,12,1,1,0.193458,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,5,13,1,1,0.535244,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,0,1,1,0.302827,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,1,1,1,0.377432,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,2,1,1,0.434843,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,3,1,1,0.248405,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,4,1,1,0.292169,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,5,1,1,0.301651,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,6,1,1,0.208594,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,7,1,1,0.176073,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,8,1,1,0.418881,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,9,1,1,1.009188,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,10,1,1,0.414697,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,11,1,1,0.453327,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,12,1,1,0.260429,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,6,13,1,1,0.536045,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,0,1,1,0.460946,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,1,1,1,0.321174,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,2,1,1,0.233993,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,3,1,1,0.570579,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,4,1,1,0.437516,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,5,1,1,0.365246,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,6,1,1,1.021561,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,7,1,1,0.595394,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,8,1,1,0.264746,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,9,1,1,0.192153,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,10,1,1,0.212670,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,11,1,1,0.244981,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,12,1,1,0.361250,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,actuator_saturation,7,13,1,1,1.306451,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,0,1,1,0.221101,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,1,1,1,0.372492,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,2,1,1,0.720132,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,3,1,1,0.364528,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,4,1,1,0.486005,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,5,1,1,1.013181,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,6,1,1,0.391322,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,7,1,1,0.306014,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,8,1,1,0.931561,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,9,1,1,0.228913,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,10,1,1,0.230570,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,11,1,1,0.347556,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,12,1,1,0.268079,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,0,13,1,1,0.421374,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,0,1,1,0.314502,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,1,1,1,0.210602,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,2,1,1,0.549421,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,3,1,1,0.420450,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,4,1,1,0.550563,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,5,1,1,0.582066,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,6,1,1,0.254384,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,7,1,1,0.370465,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,8,1,1,0.289930,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,9,1,1,0.733322,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,10,1,1,0.851246,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,11,1,1,0.872133,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,12,1,1,0.148794,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,1,13,1,1,0.192510,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,0,1,1,0.356553,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,1,1,1,0.651174,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,2,1,1,0.795662,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,3,1,1,0.179610,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,4,1,1,0.722923,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,5,1,1,0.930371,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,6,1,1,0.331065,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,7,1,1,0.517918,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,8,1,1,0.366257,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,9,1,1,0.253513,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,10,1,1,0.439065,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,11,1,1,0.941367,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,12,1,1,0.762332,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,2,13,1,1,0.343597,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,0,1,1,0.420718,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,1,1,1,0.279762,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,2,1,1,0.547771,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,3,1,1,0.351046,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,4,1,1,0.176642,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,5,1,1,0.609048,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,6,1,1,0.464742,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,7,1,1,0.231915,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,8,1,1,0.384494,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,9,1,1,0.469763,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,10,1,1,0.640197,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,11,1,1,0.822192,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,12,1,1,0.608164,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,3,13,1,1,0.306289,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,0,1,1,0.428728,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,1,1,1,0.280915,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,2,1,1,0.790597,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,3,1,1,0.640644,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,4,1,1,0.908250,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,5,1,1,0.401736,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,6,1,1,0.666113,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,7,1,1,0.254653,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,8,1,1,0.220229,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,9,1,1,0.662955,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,10,1,1,0.391851,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,11,1,1,0.472265,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,12,1,1,0.290923,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,4,13,1,1,0.515046,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,0,1,1,0.750880,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,1,1,1,0.316812,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,2,1,1,0.292510,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,3,1,1,0.471878,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,4,1,1,0.429544,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,5,1,1,0.358423,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,6,1,1,0.294788,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,7,1,1,0.379527,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,8,1,1,0.237472,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,9,1,1,0.467603,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,10,1,1,0.145185,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,11,1,1,0.241192,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,12,1,1,0.217187,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,5,13,1,1,0.596066,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,6,0,1,1,0.276687,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,6,1,1,1,0.388980,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,6,2,1,1,0.419137,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,6,3,1,1,0.203723,3.627935,0,0,0,1,0,1.0000
energy_residual_threshold,noncausal_teleport,6,4,1,1,0.317598,3.627935,0,0,0,1,0,1.0000
